期间,国家,主体,供应商,费用类型,FPP场景,Document Category,交易币种,支付币种,Payment Description,Invoice策略,合同号,账单金额(不含税),税额,含税总额,Requester,Business Reviewer,Department,Center,成本中心校验状态,期间一致性状态,金额校验状态,可提交(Y/N),阻断原因
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1051.80,0,1051.80,,,,99300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,01400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,02270,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0740L,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0740M,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,08000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,08200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,08225,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,08263,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,08900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,09R08,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0B002,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,885.38,0,885.38,,,,0B009,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0B00D,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,688.63,0,688.63,,,,0B100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,0BF00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,393.51,0,393.51,,,,0CW00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,0CX00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0DG00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0DX04,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0EX0C,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,0F300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,491.88,0,491.88,,,,0F407,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1180.51,0,1180.51,,,,0F408,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0F409,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,11B00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,11B63,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,393.51,0,393.51,,,,11B65,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,11B66,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,11B69,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,11M00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,12200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,13000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,18888.06,0,18888.06,,,,1300C,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1082.13,0,1082.13,,,,1300F,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,13023,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1377.26,0,1377.26,,,,13024,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,13S00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,15983,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,13T23,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,14J24,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,15900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,15964,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,15966,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,15977,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,16200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,16364,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,16365,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,16366,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,16400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,22521,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,24307,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,2430D,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,24600,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,2460I,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,24611,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,24612,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,24613,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,983.76,0,983.76,,,,26100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,3049.64,0,3049.64,,,,26300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,29643,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,31400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,37200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,37201,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,37213,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,787.01,0,787.01,,,,37214,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,53025,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,55242,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,55762,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1278.88,0,1278.88,,,,56024,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,56414,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,57400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,491.88,0,491.88,,,,57467,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,58100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,58104,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,58200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,62929,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,66100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,74261,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,74382,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,76900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,82100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,393.51,0,393.51,,,,88261,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,491.88,0,491.88,,,,89320,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,89902,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,91063,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,91800,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,93900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,93960,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,93962,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,93963,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,93965,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,393.51,0,393.51,,,,94608,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,99300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,S2A00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,S2D00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,S2X61,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,S3E00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,05009,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,09R07,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,09R08,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0C901,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,13T23,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,31200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,37213,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,37214,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,37217,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1475.63,0,1475.63,,,,55242,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,71745,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,72201,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,85509,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,8634F,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,09B00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0DI00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,0FN00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,0FR00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,0FV00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,0H000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,11B6A,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,12000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,12201,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,196.76,0,196.76,,,,12Z00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1377.26,0,1377.26,,,,13A00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,98.38,0,98.38,,,,86700,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,1082.13,0,1082.13,,,,86722,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,87000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,295.13,0,295.13,,,,88600,ok,ok,ok,Y,
